"","Campaign Name","Ad Set Name","Ad Name","","","","",""
"2026-08-19","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","02 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Existe uma solidão","40","1","1,13","36","28,25"
"2026-08-20","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","00 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK","Reels - Se voce se reconhece","1049","83","14,5","1029","13,82"
"2026-08-20","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","02 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Na sua vida hoje","178","11","7,77","162","43,65"
"2026-08-20","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","02 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Passamos anos","21","","1,14","20","54,29"
"2026-08-20","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","02 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Ser Guerreira","85","6","4,12","80","48,47"
"2026-08-20","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","02 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Existe uma solidão","54","11","2,91","46","53,89"
"2026-08-21","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","00 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK","Reels - Se voce se reconhece","757","41","11,73","713","15,5"
"2026-08-21","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","00 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK","Reels - Chamam de sorte","1","","0,01","1","10"
"2026-08-21","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","02 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Na sua vida hoje","191","13","6,44","179","33,72"
"2026-08-21","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","02 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Passamos anos","5","2","0,39","3","78"
"2026-08-21","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","02 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Ser Guerreira","45","2","2,32","40","51,56"
"2026-08-21","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","02 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Existe uma solidão","75","2","2,7","67","36"
"2026-08-22","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","00 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK","Reels - Se voce se reconhece","735","60","13,56","702","18,45"
"2026-08-22","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","02 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Na sua vida hoje","268","15","11","251","41,04"
"2026-08-22","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","02 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Passamos anos","1","1","0,07","1","70"
"2026-08-22","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","02 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Ser Guerreira","3","","0,21","3","70"
"2026-08-22","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","02 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Existe uma solidão","3","","0,27","3","90"
"2026-08-23","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","00 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK","Reels - Se voce se reconhece","1346","119","19,79","1314","14,7"
"2026-08-23","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","02 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Na sua vida hoje","441","27","18,99","412","43,06"
"2026-08-23","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","02 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Ser Guerreira","3","","0,12","2","40"
"2026-08-23","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","02 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Existe uma solidão","7","2","0,54","7","77,14"
"2026-08-24","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","00 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK","Reels - Se voce se reconhece","1211","83","17,67","1211","14,59"
"2026-08-24","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","02 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Na sua vida hoje","166","12","7,31","161","44,04"
"2026-08-24","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","02 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Passamos anos","1","","0,02","1","20"
"2026-08-24","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","02 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Ser Guerreira","18","2","0,95","17","52,78"
"2026-08-24","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","02 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Existe uma solidão","1","","0,01","1","10"
"2026-08-24","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Existe uma solidão","58","2","1,99","54","34,31"
"2026-08-24","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Passamos anos","43","","0,68","43","15,81"
"2026-08-24","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Na sua vida hoje","240","15","7,62","231","31,75"
"2026-08-24","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Ser Guerreira","40","1","0,89","40","22,25"
"2026-08-24","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Ser independente é uma conquista","58","2","1,13","55","19,48"
"2026-08-24","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Nunca é tarde","6","1","0,5","6","83,33"
"2026-08-25","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","00 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK","Reels - Se voce se reconhece","824","74","14,81","797","17,97"
"2026-08-25","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Existe uma solidão","3","","0,07","3","23,33"
"2026-08-25","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Passamos anos","12","1","0,56","11","46,67"
"2026-08-25","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Na sua vida hoje","284","10","8,73","260","30,74"
"2026-08-25","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Ser Guerreira","45","3","1,62","37","36"
"2026-08-25","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Enquanto todos aplaudem","9","","0,33","9","36,67"
"2026-08-25","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Ser independente é uma conquista","28","3","0,78","27","27,86"
"2026-08-25","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Nunca é tarde","21","1","0,44","21","20,95"
"2026-08-26","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","00 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK","Reels - Se voce se reconhece","504","42","8,83","504","17,52"
"2026-08-26","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Passamos anos","9","","0,43","9","47,78"
"2026-08-26","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Na sua vida hoje","411","27","13,4","395","32,6"
"2026-08-26","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Ser Guerreira","34","2","0,93","34","27,35"
"2026-08-26","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Enquanto todos aplaudem","24","1","0,9","22","37,5"
"2026-08-26","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Ser independente é uma conquista","10","","0,36","10","36"
"2026-08-26","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Nunca é tarde","7","","0,14","6","20"
"2026-08-26","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","00 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK","Reels - O trabalho pode ocupar","146","13","3,16","137","21,64"
"2026-08-27","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","00 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK","Reels - Se voce se reconhece","259","17","4,71","255","18,19"
"2026-08-27","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Existe uma solidão","4","","0,02","4","5"
"2026-08-27","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Na sua vida hoje","353","25","12,57","319","35,61"
"2026-08-27","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Ser Guerreira","15","","0,51","14","34"
"2026-08-27","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Enquanto todos aplaudem","1","","0,07","1","70"
"2026-08-27","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Ser independente é uma conquista","3","1","0,18","3","60"
"2026-08-27","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","00 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK","Reels - Nem todo problema","9","3","0,26","9","28,89"
"2026-08-27","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","00 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK","Reels - O trabalho pode ocupar","307","20","8,19","284","26,68"
"2026-08-27","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","04 - IG | M | 35+ | Centro - Sul - Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Nem todo problema","11","2","0,22","11","20"
"2026-08-27","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","04 - IG | M | 35+ | Centro - Sul - Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - O trabalho pode ocupar","151","11","3,88","142","25,7"
"2026-08-27","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","04 - IG | M | 35+ | Centro - Sul - Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Se voce se reconhece","259","18","5,4","255","20,85"
"2026-08-28","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","00 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK","Reels - Se voce se reconhece","141","13","2,89","140","20,5"
"2026-08-28","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Existe uma solidão","4","","0,1","4","25"
"2026-08-28","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Passamos anos","26","2","0,83","24","31,92"
"2026-08-28","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Na sua vida hoje","328","39","12,62","288","38,48"
"2026-08-28","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Enquanto todos aplaudem","5","","0,05","4","10"
"2026-08-28","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Ser independente é uma conquista","2","","0,02","2","10"
"2026-08-28","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","00 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK","Reels - Nem todo problema","248","24","7,59","230","30,6"
"2026-08-28","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","00 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK","Reels - O trabalho pode ocupar","106","13","2,77","105","26,13"
"2026-08-28","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","04 - IG | M | 35+ | Centro - Sul - Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Nem todo problema","14","","0,47","14","33,57"
"2026-08-28","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","04 - IG | M | 35+ | Centro - Sul - Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - O trabalho pode ocupar","335","20","8,63","317","25,76"
"2026-08-28","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","04 - IG | M | 35+ | Centro - Sul - Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Se voce se reconhece","271","37","5,99","254","22,1"
"2026-08-29","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","00 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK","Reels - Se voce se reconhece","397","22","6,96","397","17,53"
"2026-08-29","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Existe uma solidão","8","","0,16","8","20"
"2026-08-29","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Passamos anos","9","","0,16","9","17,78"
"2026-08-29","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Na sua vida hoje","330","24","12,79","305","38,76"
"2026-08-29","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Ser Guerreira","11","1","0,24","11","21,82"
"2026-08-29","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Enquanto todos aplaudem","1","","0,02","1","20"
"2026-08-29","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Ser independente é uma conquista","3","","0,02","3","6,67"
"2026-08-29","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Nunca é tarde","15","","0,15","15","10"
"2026-08-29","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","00 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK","Reels - Nem todo problema","45","1","1,27","44","28,22"
"2026-08-29","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","00 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK","Reels - O trabalho pode ocupar","178","21","6,04","174","33,93"
"2026-08-29","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","04 - IG | M | 35+ | Centro - Sul - Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Nem todo problema","5","","0,13","5","26"
"2026-08-29","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","04 - IG | M | 35+ | Centro - Sul - Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - O trabalho pode ocupar","272","13","6,42","257","23,6"
"2026-08-29","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","04 - IG | M | 35+ | Centro - Sul - Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Se voce se reconhece","228","14","4,49","219","19,69"
"2026-08-30","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","00 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK","Reels - Se voce se reconhece","1120","82","20,81","1036","18,58"
"2026-08-30","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Existe uma solidão","17","2","0,52","16","30,59"
"2026-08-30","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Passamos anos","10","","0,46","9","46"
"2026-08-30","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Na sua vida hoje","430","36","16,61","407","38,63"
"2026-08-30","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Ser Guerreira","32","1","1,17","32","36,56"
"2026-08-30","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Enquanto todos aplaudem","9","1","0,13","9","14,44"
"2026-08-30","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Ser independente é uma conquista","29","5","1,25","28","43,1"
"2026-08-30","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Nunca é tarde","5","1","0,16","5","32"
"2026-08-30","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","00 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK","Reels - Nem todo problema","21","3","0,35","20","16,67"
"2026-08-30","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","04 - IG | M | 35+ | Centro - Sul - Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Nem todo problema","5","","0,16","5","32"
"2026-08-30","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","04 - IG | M | 35+ | Centro - Sul - Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - O trabalho pode ocupar","308","34","8,51","292","27,63"
"2026-08-30","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","04 - IG | M | 35+ | Centro - Sul - Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Se voce se reconhece","477","58","10,07","451","21,11"
"2026-08-31","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","00 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK","Reels - Se voce se reconhece","1282","101","15,91","1232","12,41"
"2026-08-31","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Existe uma solidão","1","","0,01","1","10"
"2026-08-31","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Passamos anos","3","","0,11","3","36,67"
"2026-08-31","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Na sua vida hoje","404","31","11,64","374","28,81"
"2026-08-31","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Ser Guerreira","23","3","1,32","22","57,39"
"2026-08-31","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Ser independente é uma conquista","14","1","0,21","12","15"
"2026-08-31","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Nunca é tarde","8","1","0,14","8","17,5"
"2026-08-31","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","00 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK","Reels - Nem todo problema","1","","0,01","1","10"
"2026-08-31","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","04 - IG | M | 35+ | Centro - Sul - Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Nem todo problema","1","","0,02","1","20"
"2026-08-31","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","04 - IG | M | 35+ | Centro - Sul - Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - O trabalho pode ocupar","213","9","6,06","203","28,45"
"2026-08-31","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","04 - IG | M | 35+ | Centro - Sul - Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Se voce se reconhece","661","51","10,58","617","16,01"
"2026-09-01","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","00 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK","Reels - Se voce se reconhece","712","55","10,39","675","14,59"
"2026-09-01","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Existe uma solidão","2","2","0,05","2","25"
"2026-09-01","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Passamos anos","6","1","0,2","6","33,33"
"2026-09-01","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Na sua vida hoje","239","26","10,44","217","43,68"
"2026-09-01","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Ser Guerreira","123","5","3,95","112","32,11"
"2026-09-01","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Ser independente é uma conquista","43","1","0,72","38","16,74"
"2026-09-01","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Nunca é tarde","5","","0,15","5","30"
"2026-09-01","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","00 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK","Reels - Nem todo problema","3","","0,01","2","3,33"
"2026-09-01","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","04 - IG | M | 35+ | Centro - Sul - Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - O trabalho pode ocupar","90","1","2,66","79","29,56"
"2026-09-01","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","04 - IG | M | 35+ | Centro - Sul - Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Se voce se reconhece","427","45","7,34","422","17,19"
"2026-09-02","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","00 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK","Reels - Se voce se reconhece","1028","69","14,76","971","14,36"
"2026-09-02","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Existe uma solidão","20","","0,36","20","18"
"2026-09-02","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Passamos anos","9","","0,09","9","10"
"2026-09-02","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Na sua vida hoje","111","10","5,6","105","50,45"
"2026-09-02","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Ser Guerreira","199","13","8,63","194","43,37"
"2026-09-02","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Enquanto todos aplaudem","12","1","0,29","12","24,17"
